focus_area,cluster,umap_x,umap_y,specialty
biopsy,3,5.744195,3.4990134,General Medicine & Mixed Conditions
seasonal affective disorder,0,2.8938665,3.5128005,Genetic & Rare Diseases
caregivers,12,5.4288316,1.2697169,Immunology & Hematology
intestinal cancer,9,3.866303,6.6381474,Genetic & Rare Diseases
dystonia,10,4.773842,7.459911,Pediatrics & Developmental Disorders
macular degeneration,11,1.0671885,5.3278894,Neurology & Movement Disorders
pacemakers and implantable defibrillators,6,0.61631244,5.5034246,Neurology & Autonomic Disorders
male infertility,5,6.309358,3.2859113,Nephrology & Rheumatology
medicare prescription drug coverage,17,-0.20553356,3.320646,Neurology & Genetic Disorders
household products,8,6.09798,1.4762734,General Medicine & Common Conditions
floods,11,2.7353246,2.8261645,Neurology & Movement Disorders
disabilities,1,4.678101,0.05323034,Genetic & Rare Diseases
childhood brain tumors,15,3.79343,4.733925,Metabolic & Kidney Disorders
esophagus disorders,12,2.8006194,1.6076529,Immunology & Hematology
pulmonary hypertension,13,-0.22366706,4.378366,Infectious Diseases & Oncology
men's health,6,0.5628787,5.562063,Neurology & Autonomic Disorders
chickenpox,9,2.724181,5.5092864,Genetic & Rare Diseases
hearing disorders and deafness,8,6.1159673,0.7241589,General Medicine & Common Conditions
hospice care,0,1.5758415,3.7295291,Genetic & Rare Diseases
eye wear,5,5.3014107,3.6181078,Nephrology & Rheumatology
temporomandibular joint dysfunction,8,6.467935,1.0687587,General Medicine & Common Conditions
indoor air pollution,8,4.9449186,0.083717205,General Medicine & Common Conditions
polymyalgia rheumatica,3,3.823278,2.976467,General Medicine & Mixed Conditions
understanding medical research,17,0.837285,3.7935061,Neurology & Genetic Disorders
alcoholism and alcohol abuse,6,2.0671718,4.2458167,Neurology & Autonomic Disorders
nausea and vomiting,8,6.225045,1.0360466,General Medicine & Common Conditions
pleural disorders,11,0.8593046,6.5824456,Neurology & Movement Disorders
patient safety,16,0.7997279,3.900469,Gastroenterology & Infectious Diseases
vitamin c,5,2.975598,5.669685,Nephrology & Rheumatology
poisoning,11,0.50680333,6.3892794,Neurology & Movement Disorders
constipation,17,-0.5107741,6.4074545,Neurology & Genetic Disorders
cholesterol,0,1.50349,2.6195667,Genetic & Rare Diseases
hiv/aids in women,9,6.500027,8.238714,Genetic & Rare Diseases
carpal tunnel syndrome,15,4.2429295,5.0697875,Metabolic & Kidney Disorders
air pollution,11,6.504466,-0.22693543,Neurology & Movement Disorders
"tetanus, diphtheria, and pertussis vaccines",13,-0.38697878,4.5703025,Infectious Diseases & Oncology
dementia,13,-0.2547196,3.972463,Infectious Diseases & Oncology
alcohol,17,-0.5655555,6.455752,Neurology & Genetic Disorders
polycystic ovary syndrome,17,-0.28658387,6.2607703,Neurology & Genetic Disorders
pancreas transplantation,2,3.070833,7.7806187,Neurology & Neuromuscular Disorders
anxiety,13,0.6718302,5.265849,Infectious Diseases & Oncology
birth defects,7,1.5662438,1.3178316,Genetic & Rare Diseases
spina bifida,3,3.7073627,3.031697,General Medicine & Mixed Conditions
blood disorders,13,-0.35908452,4.4952292,Infectious Diseases & Oncology
nail diseases,6,0.61324745,5.554468,Neurology & Autonomic Disorders
spinal cord diseases,10,6.547779,5.1290426,Pediatrics & Developmental Disorders
sepsis,2,2.9411874,7.6852207,Neurology & Neuromuscular Disorders
sexual problems in men,1,5.1912436,-0.11365948,Genetic & Rare Diseases
after surgery,12,4.9416523,7.3472233,Immunology & Hematology
fetal health and development,0,5.0461216,1.4837145,Genetic & Rare Diseases
cerebral palsy,11,4.520443,2.5222094,Neurology & Movement Disorders
progressive supranuclear palsy,16,6.425923,4.058562,Gastroenterology & Infectious Diseases
water safety (recreational),13,-0.4997411,4.8471594,Infectious Diseases & Oncology
bronchial disorders,8,6.3380017,0.2625647,General Medicine & Common Conditions
lymphoma,0,5.538937,5.0208282,Genetic & Rare Diseases
pituitary disorders,12,2.977048,2.8601186,Immunology & Hematology
coronary artery bypass surgery,13,1.7634438,6.0050616,Infectious Diseases & Oncology
bipolar disorder,15,4.596216,4.4308567,Metabolic & Kidney Disorders
parathyroid disorders,8,6.0787663,1.1058493,General Medicine & Common Conditions
fractures,13,-0.023487736,4.589337,Infectious Diseases & Oncology
sciatica,10,2.2440188,5.0072455,Pediatrics & Developmental Disorders
urinalysis,6,0.56780994,5.5209017,Neurology & Autonomic Disorders
helicobacter pylori infections,1,5.1432056,0.2522122,Genetic & Rare Diseases
infectious diseases,0,2.6631422,3.2813382,Genetic & Rare Diseases
women's health checkup,10,6.7502184,7.3074083,Pediatrics & Developmental Disorders
aphasia,13,-0.43397874,4.507639,Infectious Diseases & Oncology
paralysis,13,-0.5009283,4.902131,Infectious Diseases & Oncology
lewy body disease,0,2.3274934,2.9486802,Genetic & Rare Diseases
angioplasty,15,5.357756,4.5911884,Metabolic & Kidney Disorders
laboratory tests,11,1.2580043,6.881361,Neurology & Movement Disorders
uterine diseases,5,4.130945,4.4023094,Nephrology & Rheumatology
elder abuse,6,0.5517228,5.552807,Neurology & Autonomic Disorders
teenage pregnancy,17,2.4970477,3.3263958,Neurology & Genetic Disorders
vascular diseases,2,3.524463,7.539264,Neurology & Neuromuscular Disorders
blood clots,6,0.5550042,5.5529685,Neurology & Autonomic Disorders
dentures,10,2.7195296,6.7498045,Pediatrics & Developmental Disorders
inhalation injuries,13,0.5127449,5.2936015,Infectious Diseases & Oncology
prader-willi syndrome,11,0.6431191,6.4120746,Neurology & Movement Disorders
lice,8,6.402995,1.437412,General Medicine & Common Conditions
indigestion,8,6.401426,1.3126489,General Medicine & Common Conditions
diagnostic imaging,11,3.8337953,2.5268216,Neurology & Movement Disorders
scleroderma,13,-0.21648191,4.948805,Infectious Diseases & Oncology
shoulder injuries and disorders,6,1.1132632,6.6261263,Neurology & Autonomic Disorders
cardiac rehabilitation,0,2.9390783,3.0369036,Genetic & Rare Diseases
giant cell arteritis,13,-0.49835005,4.8960166,Infectious Diseases & Oncology
blood thinners,8,6.2877135,1.014322,General Medicine & Common Conditions
circumcision,0,2.5637968,3.3442867,Genetic & Rare Diseases
infant and newborn care,13,0.24750441,4.829898,Infectious Diseases & Oncology
hay fever,11,0.6145334,6.4175034,Neurology & Movement Disorders
kidney cancer,15,3.514345,4.322065,Metabolic & Kidney Disorders
cervical cancer,13,-0.53618133,4.9575167,Infectious Diseases & Oncology
islet cell transplantation,13,0.4024776,6.0319653,Infectious Diseases & Oncology
hemochromatosis,8,4.8745174,0.13078642,General Medicine & Common Conditions
viral infections,17,2.467252,3.3233423,Neurology & Genetic Disorders
laser eye surgery,2,3.804621,6.0793514,Neurology & Neuromuscular Disorders
urine and urination,6,1.1243979,6.458373,Neurology & Autonomic Disorders
klinefelter's syndrome,12,2.4208412,1.9529806,Immunology & Hematology
schizophrenia,10,1.7315844,5.161581,Pediatrics & Developmental Disorders
tooth decay,13,-0.53862953,4.9229736,Infectious Diseases & Oncology
premature ovarian failure,13,0.4842079,6.0486054,Infectious Diseases & Oncology
thalassemia,6,1.1478677,6.467868,Neurology & Autonomic Disorders
breast reconstruction,13,-0.37088868,4.606034,Infectious Diseases & Oncology
joint disorders,11,1.3124466,6.8603334,Neurology & Movement Disorders
bleeding,12,1.9341995,2.4897454,Immunology & Hematology
parenting,8,6.113289,1.1665648,General Medicine & Common Conditions
traveler's health,13,0.067081004,4.5296354,Infectious Diseases & Oncology
bowel incontinence,11,0.77416617,6.557724,Neurology & Movement Disorders
hysterectomy,6,3.3428464,4.9761896,Neurology & Autonomic Disorders
staphylococcal infections,8,5.9237366,0.14453511,General Medicine & Common Conditions
cancer chemotherapy,8,5.7620344,0.03727848,General Medicine & Common Conditions
abscess,16,3.3251665,2.8068895,Gastroenterology & Infectious Diseases
aspergillosis,8,5.674343,1.066354,General Medicine & Common Conditions
breast diseases,8,6.7674894,0.3314945,General Medicine & Common Conditions
rare diseases,6,0.54190177,5.4476156,Neurology & Autonomic Disorders
rubella,8,6.358465,1.0465113,General Medicine & Common Conditions
anaphylaxis,17,-0.2893172,3.2801876,Neurology & Genetic Disorders
connective tissue disorders,13,-0.45923987,4.9826684,Infectious Diseases & Oncology
down syndrome,6,0.51926535,5.5573053,Neurology & Autonomic Disorders
immune system and disorders,2,2.727343,7.6601996,Neurology & Neuromuscular Disorders
behcet's syndrome,11,6.3297853,1.5669279,Neurology & Movement Disorders
hepatitis,0,2.6691668,2.1733868,Genetic & Rare Diseases
marijuana,12,2.3353004,3.5997605,Immunology & Hematology
genetic testing,15,4.126516,4.128596,Metabolic & Kidney Disorders
ureteral disorders,10,7.348499,7.7406354,Pediatrics & Developmental Disorders
diabetic heart disease,15,5.16377,4.9194703,Metabolic & Kidney Disorders
porphyria,3,6.6397934,5.3034678,General Medicine & Mixed Conditions
common cold,9,3.300179,5.81113,Genetic & Rare Diseases
pancreatic diseases,15,5.4129844,4.346051,Metabolic & Kidney Disorders
inhalants,10,1.9359053,6.025948,Pediatrics & Developmental Disorders
ehlers-danlos syndrome,10,5.0795836,7.335671,Pediatrics & Developmental Disorders
mrsa,8,5.566143,0.82235944,General Medicine & Common Conditions
listeria infections,11,2.819266,2.323805,Neurology & Movement Disorders
ankylosing spondylitis,0,1.2537813,3.7009442,Genetic & Rare Diseases
hiv/aids,1,2.947528,0.61211085,Genetic & Rare Diseases
limb loss,10,2.7124507,6.7711563,Pediatrics & Developmental Disorders
cervix disorders,11,2.998275,2.5571992,Neurology & Movement Disorders
hair problems,6,2.1399543,4.2509656,Neurology & Autonomic Disorders
breastfeeding,8,6.0190372,0.37314978,General Medicine & Common Conditions
farm health and safety,0,2.658348,4.0088234,Genetic & Rare Diseases
ovarian disorders,10,2.4797668,5.299866,Pediatrics & Developmental Disorders
clinical trials,11,4.6326056,7.521391,Neurology & Movement Disorders
flu shot,10,4.9906683,7.247074,Pediatrics & Developmental Disorders
toxoplasmosis,17,2.4492517,3.2713323,Neurology & Genetic Disorders
tumors and pregnancy,11,2.8770847,2.0495846,Neurology & Movement Disorders
kaposi's sarcoma,12,2.8209848,1.8313404,Immunology & Hematology
adhesions,12,2.522926,2.303472,Immunology & Hematology
bone marrow diseases,12,2.6828175,1.8499537,Immunology & Hematology
urethral disorders,11,2.8593936,2.2523732,Neurology & Movement Disorders
high blood pressure in pregnancy,6,2.4370077,4.387345,Neurology & Autonomic Disorders
patient rights,7,2.5092146,3.1129813,Genetic & Rare Diseases
genes and gene therapy,17,2.417797,3.2370424,Neurology & Genetic Disorders
seniors' health,10,4.65498,7.4699454,Pediatrics & Developmental Disorders
a1c,7,2.4251733,3.266262,Genetic & Rare Diseases
menopause,15,3.2966084,3.5444221,Metabolic & Kidney Disorders
scabies,0,2.4276624,2.8108075,Genetic & Rare Diseases
medicare,10,5.130676,7.082847,Pediatrics & Developmental Disorders
hormone replacement therapy,11,1.6208717,6.2239585,Neurology & Movement Disorders
blood pressure medicines,10,5.1451273,6.2979245,Pediatrics & Developmental Disorders
ct scans,8,5.897276,1.3635521,General Medicine & Common Conditions
talking with your doctor,13,-0.30232042,4.3576565,Infectious Diseases & Oncology
prostate cancer screening,15,5.40439,3.691826,Metabolic & Kidney Disorders
mobility aids,10,4.6604037,7.510992,Pediatrics & Developmental Disorders
rett syndrome,9,3.922045,6.1027255,Genetic & Rare Diseases
genital herpes,6,1.0893391,6.5790286,Neurology & Autonomic Disorders
neurofibromatosis,15,2.1679225,6.016687,Metabolic & Kidney Disorders
multiple myeloma,8,6.081174,0.02665504,General Medicine & Common Conditions
child nutrition,8,6.486395,0.28158036,General Medicine & Common Conditions
cardiomyopathy,11,5.063235,2.7091727,Neurology & Movement Disorders
tuberous sclerosis,1,3.6371248,0.2371119,Genetic & Rare Diseases
walking problems,6,0.568778,5.5856485,Neurology & Autonomic Disorders
blood sugar,17,1.5291785,4.6360545,Neurology & Genetic Disorders
fetal alcohol spectrum disorders,0,3.3837726,4.192832,Genetic & Rare Diseases
bone marrow transplantation,13,-0.28083462,4.4262996,Infectious Diseases & Oncology
diabetes medicines,12,2.8448575,1.9583358,Immunology & Hematology
hormones,8,6.508843,0.52613986,General Medicine & Common Conditions
fistulas,9,6.5063686,8.056461,Genetic & Rare Diseases
ear infections,17,-0.3820526,6.538724,Neurology & Genetic Disorders
pressure sores,0,2.7127345,3.4436097,Genetic & Rare Diseases
mastectomy,8,6.6512055,1.0017216,General Medicine & Common Conditions
advance directives,12,2.766966,2.0663598,Immunology & Hematology
fire safety,10,4.66295,7.3979187,Pediatrics & Developmental Disorders
chikungunya,15,4.202767,4.596467,Metabolic & Kidney Disorders
testicular disorders,9,2.6661391,5.457223,Genetic & Rare Diseases
neck injuries and disorders,8,6.8671336,0.3197339,General Medicine & Common Conditions
over-the-counter medicines,9,5.9056687,7.8042293,Genetic & Rare Diseases
hepatitis c,8,6.0143437,0.32641846,General Medicine & Common Conditions
ovarian cancer,2,2.755751,7.6809688,Neurology & Neuromuscular Disorders
pheochromocytoma,8,5.870775,1.1083956,General Medicine & Common Conditions
sports safety,15,3.9043794,4.095436,Metabolic & Kidney Disorders
phenylketonuria,9,5.132142,6.566289,Genetic & Rare Diseases
cosmetic dentistry,15,5.3656535,4.2596498,Metabolic & Kidney Disorders
health literacy,8,6.499483,-0.03982645,General Medicine & Common Conditions
adrenal gland cancer,6,-0.14351526,6.689164,Neurology & Autonomic Disorders
bone density,13,1.4024125,5.774301,Infectious Diseases & Oncology
radiation emergencies,8,6.300833,0.4605664,General Medicine & Common Conditions
sports injuries,1,4.7136426,0.58372223,Genetic & Rare Diseases
medicines,8,4.0059185,3.571142,General Medicine & Common Conditions
childbirth,3,5.630374,3.437031,General Medicine & Mixed Conditions
peritoneal disorders,3,3.7924812,3.2240717,General Medicine & Mixed Conditions
arteriovenous malformations,3,5.507382,2.9264197,General Medicine & Mixed Conditions
bone diseases,15,3.9436045,4.0916557,Metabolic & Kidney Disorders
legionnaires' disease,10,4.811755,7.3457823,Pediatrics & Developmental Disorders
rabies,8,6.354132,1.0245703,General Medicine & Common Conditions
dialysis,8,6.0851274,1.2661364,General Medicine & Common Conditions
reproductive hazards,12,2.4836051,2.066158,Immunology & Hematology
coronary artery disease,0,3.0899055,5.593053,Genetic & Rare Diseases
tongue disorders,8,4.83149,4.136685,General Medicine & Common Conditions
child sexual abuse,6,1.9515038,4.133126,Neurology & Autonomic Disorders
toddler health,10,6.178645,7.3588552,Pediatrics & Developmental Disorders
complex regional pain syndrome,15,3.6051464,4.112504,Metabolic & Kidney Disorders
acute bronchitis,0,5.274616,1.9232818,Genetic & Rare Diseases
pinkeye,5,4.6765575,3.1695414,Nephrology & Rheumatology
dislocations,3,6.1851616,4.5532627,General Medicine & Mixed Conditions
mental health,15,5.2393255,4.7970715,Metabolic & Kidney Disorders
migraine,11,2.2142334,4.998845,Neurology & Movement Disorders
blood,13,-0.1952022,4.8874745,Infectious Diseases & Oncology
bad breath,2,3.7149334,7.0938163,Neurology & Neuromuscular Disorders
medical device safety,9,6.47821,8.12971,Genetic & Rare Diseases
zika virus,0,3.1698158,2.9964902,Genetic & Rare Diseases
sports fitness,10,4.996968,7.82865,Pediatrics & Developmental Disorders
bladder cancer,10,4.7481256,7.637579,Pediatrics & Developmental Disorders
cryptosporidiosis,8,5.980835,0.13192077,General Medicine & Common Conditions
bedbugs,8,6.388725,0.93538177,General Medicine & Common Conditions
hip replacement,10,5.993705,7.6393976,Pediatrics & Developmental Disorders
dengue,8,6.02229,1.3895347,General Medicine & Common Conditions
peripheral nerve disorders,8,5.757458,0.75941795,General Medicine & Common Conditions
fibromyalgia,9,5.7498426,7.608212,Genetic & Rare Diseases
guillain-barre syndrome,10,5.151387,7.0781293,Pediatrics & Developmental Disorders
corns and calluses,0,2.3413956,2.9601042,Genetic & Rare Diseases
fragile x syndrome,7,1.5575356,4.485139,Genetic & Rare Diseases
vaginal bleeding,15,5.0879087,4.497935,Metabolic & Kidney Disorders
foot injuries and disorders,10,4.016323,5.6798224,Pediatrics & Developmental Disorders
pelvic inflammatory disease,0,3.4863133,3.5516388,Genetic & Rare Diseases
children's health,10,4.9826593,6.762709,Pediatrics & Developmental Disorders
