focus_area,cluster,umap_x,umap_y
infection control,8,6.517021,0.34004366
potassium,0,3.0967035,2.0378501
warts,9,6.630685,8.02529
heart transplantation,5,-1.676616,0.57836044
delirium,9,6.172178,7.982639
prenatal care,8,6.3800745,0.1773786
throat disorders,8,5.7717876,0.17282996
child development,8,5.9989467,1.2113904
pinworms,3,5.504345,2.8780642
skin pigmentation disorders,8,6.169141,-0.23391892
health insurance,10,4.545432,7.0904846
climate change,5,5.3363705,5.6654525
amblyopia,8,5.279422,4.7295685
immunization,2,5.2949295,0.6977825
cancer,12,2.386464,2.8980012
refractive errors,11,3.236991,2.4491868
cesarean section,12,2.6854937,2.9188454
digestive diseases,10,5.045026,7.326243
acute myeloid leukemia,11,3.0729659,1.9201249
critical care,9,6.2594204,8.199138
tooth disorders,15,3.8974917,5.029883
liver diseases,0,3.0359638,3.6950674
genetic brain disorders,15,4.6094522,4.4746995
sarcoidosis,3,3.817645,3.0444765
trigeminal neuralgia,16,6.5597787,3.9728625
neuromuscular disorders,15,4.009118,3.8341103
snoring,14,8.258339,4.081107
whooping cough,16,6.9510484,6.580008
varicose veins,3,5.46904,2.855119
chronic myeloid leukemia,8,6.420265,1.033419
statins,8,6.3190436,1.1119139
scoliosis,11,1.4099717,6.781451
retinal disorders,5,5.3451004,5.690086
monkeypox virus infections,3,5.630099,3.3744817
thymus cancer,8,5.128733,0.5280469
hemorrhagic fevers,8,6.2206984,0.67481536
hand injuries and disorders,1,3.8090777,0.5852753
college health,15,3.6487434,4.3339314
raynaud's disease,11,3.568923,2.1526086
cytomegalovirus infections,2,2.8639574,7.915557
gangrene,8,6.139579,1.2707397
sudden infant death syndrome,11,4.227084,2.0984614
brain aneurysm,1,3.216313,1.3171453
corneal disorders,3,3.8974717,2.9121923
winter weather emergencies,17,1.1226627,3.3254843
headache,10,2.0633554,5.9774647
e-cigarettes,6,2.9136648,4.765778
eye movement disorders,0,6.717307,1.1171063
croup,3,5.5519667,2.8971586
assistive devices,11,3.501161,1.9468664
alzheimer's caregivers,9,7.240842,7.7837768
friedreich's ataxia,0,-0.096375115,3.6423228
childhood immunization,10,6.446856,7.004483
wrist injuries and disorders,10,6.1850944,7.3929563
dietary fiber,11,4.3180385,2.5863972
colonic polyps,15,4.65316,4.3461027
drug safety,3,7.354163,7.7346377
thyroid cancer,13,-0.29343426,4.234115
dietary supplements,6,3.1415403,4.86176
veterans and military health,3,3.937691,3.425022
ischemic stroke,15,3.7716956,4.697705
"twins, triplets, multiple births",10,5.768389,7.0321727
vasectomy,1,3.12085,1.7988051
living with hiv/aids,9,2.321624,6.2303123
impetigo,10,4.8985243,6.8520865
end of life issues,13,0.39273056,5.0558834
osteogenesis imperfecta,12,2.5798557,1.8491932
managed care,10,6.9742365,6.611043
cancer in children,8,4.174556,0.57846177
appendicitis,3,3.814156,2.9645069
allergy,2,3.438756,6.8924303
medicaid,13,0.69951314,5.445646
stomach cancer,15,4.8892803,5.996727
falls,8,6.324783,0.113281615
infectious mononucleosis,15,4.535291,4.333288
hair loss,1,5.3662744,-0.1638765
veterans and military family health,3,6.4379077,4.955753
domestic violence,15,4.279665,4.227196
sexual problems in women,12,2.5120597,1.5685625
stress,10,4.9259987,6.7208004
ankle injuries and disorders,9,6.5143223,8.376742
latex allergy,11,4.264087,4.401545
cough,9,6.5305305,8.408269
postpartum depression,10,8.038344,6.461744
health occupations,8,5.873658,0.1485903
retinal detachment,14,8.247392,4.661322
oil spills,15,4.328844,4.189459
sleep apnea,16,4.6892195,2.1911945
gallbladder diseases,0,5.5280833,7.011889
prostate diseases,10,4.33693,4.123809
animal diseases and your health,0,2.6374695,5.7299604
platelet disorders,13,0.008401216,4.5746064
nursing homes,0,2.5545819,2.8942487
pet health,11,4.447523,7.444957
tuberculosis,9,6.1319284,7.897336
mild cognitive impairment,8,4.9234433,0.5812454
myositis,6,2.4746633,4.574057
athlete's foot,0,2.6564648,2.678997
hepatitis a,9,6.568479,8.097466
tourette syndrome,3,6.6013937,5.26033
pericardial disorders,12,1.9953307,2.4351711
antibiotic resistance,1,4.945086,0.060240004
hpv,0,3.2349262,3.4732523
homeless health concerns,9,5.656197,7.6244316
anthrax,8,6.673467,0.77003914
developmental disabilities,10,2.2150083,5.830856
creatinine,13,2.5603597,5.6301937
head lice,2,5.8726053,4.630498
chest injuries and disorders,14,9.018778,4.4533615
cystic fibrosis,2,2.8071585,7.536306
obesity,15,3.680268,4.6769757
nasal cancer,12,2.962415,1.5205301
burns,0,2.9744525,3.436703
children's page,8,6.483753,1.9306685
female infertility,10,2.8141377,6.565756
radiation exposure,9,6.424403,8.172121
thyroid diseases,8,6.069906,-0.13990039
heart diseases--prevention,11,0.803425,5.057131
charcot-marie-tooth disease,2,2.696491,7.4440575
cloning,1,4.26008,-0.16162904
atrial fibrillation,1,4.2722845,-0.18660729
vitamin k,1,4.2937026,-0.2236532
piercing and tattoos,1,5.11281,-0.2886301
traumatic brain injury,0,3.7480354,3.0171762
internet safety,11,0.5056913,5.180826
birthmarks,11,5.3304954,2.7911062
chest pain,0,2.4767227,3.9247806
marfan syndrome,1,4.263669,-0.17736162
carotid artery disease,9,6.381492,8.105229
brachial plexus injuries,1,4.7507005,3.2382221
usher syndrome,1,4.30753,-0.26348695
creutzfeldt-jakob disease,8,6.4391165,1.0763042
leishmaniasis,1,4.250024,-0.1335282
facial injuries and disorders,10,6.995071,6.612914
health checkup,15,4.2740607,4.368757
edema,11,4.229837,2.523192
pulmonary embolism,10,4.651597,7.6090374
e. coli infections,10,4.8520484,1.7312315
preterm labor,7,1.5519807,0.73994297
elbow injuries and disorders,4,6.095743,3.9752326
teen violence,10,4.3685193,4.109109
interstitial cystitis,8,5.591545,1.3883386
reye syndrome,15,4.625709,4.220428
asthma in children,12,4.7426763,0.27258003
rh incompatibility,1,4.252254,-0.16644081
seizures,1,5.6953597,0.14148246
back injuries,11,1.4052451,2.9834552
miscarriage,4,8.252207,3.3915462
asbestos,0,1.6968687,4.4144735
infant and newborn nutrition,8,6.505744,0.94243246
cervical cancer screening,0,1.7077802,2.7126567
anesthesia,5,4.905523,3.3965595
child dental health,8,6.197439,0.8239971
ostomy,0,1.6355712,4.353858
osteonecrosis,16,6.669242,3.8020637
tears,15,3.9306836,4.544902
anal disorders,8,5.4322567,-0.03626866
diabetes type 1,10,6.1934075,7.4330516
spinal cord injuries,1,4.569585,0.06993174
yeast infections,3,7.122132,5.223985
diabetes in children and teens,3,6.227414,7.645558
chronic pain,10,5.9176884,7.087326
cleft lip and palate,6,5.310068,-0.45988986
teen development,10,6.977228,6.607872
home care services,0,5.124724,1.8026524
dietary proteins,11,4.9689217,0.15323547
stroke rehabilitation,9,5.394361,7.781345
skin aging,13,5.6218405,-0.13560124
fifth disease,13,-0.52354157,4.9210143
skin infections,13,-0.28155687,4.0444956
health fraud,6,2.1420035,4.400839
oral cancer,11,1.3178577,6.892051
lupus,11,4.008667,1.95167
peptic ulcer,17,-0.7635566,6.4583817
occupational health for healthcare providers,12,1.4212832,4.30011
exercise for seniors,17,0.29256642,6.2984824
hearing problems in children,11,4.099905,2.6093712
plague,10,6.078955,7.345781
meningitis,11,1.3269612,6.403901
norovirus infections,17,-0.38577995,6.4213157
vitamin e,8,6.2604246,1.4454213
drowning,6,2.0642557,4.457169
sjogren's syndrome,11,1.3121278,6.372106
organ transplantation,0,4.0966597,1.9901698
foot health,13,0.20165035,4.5950565
epilepsy,5,4.6733384,2.6166503
neural tube defects,6,5.023401,6.2410655
divorce,8,6.2644544,0.5957813
streptococcal infections,0,5.8195353,1.9970953
gastrointestinal bleeding,4,5.366554,3.6641493
cholera,9,4.4764485,4.148461
earthquakes,11,4.4839616,6.3696294
arrhythmia,1,5.129337,0.34965518
triglycerides,8,6.838974,0.73562807
pelvic pain,10,2.9239533,6.666878
radon,15,4.653057,4.3182693
ear disorders,8,6.7486567,0.37470442
molds,15,4.6692047,4.0394177
foodborne illness,9,5.795444,7.7624416
first aid,15,3.9806116,5.134574
vitamins,8,5.7571254,0.66754055
brain diseases,11,1.276232,6.9556484
tracheal disorders,15,3.1488829,6.3948827
choosing a doctor or health care service,9,7.166886,7.796471
sexual health,0,1.8201232,2.879136
diabetic foot,8,6.313346,0.91823864
hurricanes,2,5.153143,6.487152
head and neck cancer,8,5.908041,2.025488
women's health,14,8.774237,4.5458474
hiv/aids and pregnancy,13,0.9029676,5.205284
postpartum care,9,6.381084,7.9861646
ectopic pregnancy,6,2.5806434,4.460256
addison disease,10,4.6561813,7.4088964
west nile virus,15,5.075107,4.714852
cardiac arrest,15,4.6452327,3.8234832
cancer--living with cancer,11,1.277144,6.921932
sore throat,12,3.3520665,1.5841988
child care,4,6.8027816,3.6584666
finger injuries and disorders,8,5.0554495,0.4609205
panic disorder,3,5.473037,2.8488698
jaw injuries and disorders,9,5.081773,7.855735
arsenic,9,3.970998,6.068019
collapsed lung,11,1.1993506,3.0306153
medical ethics,14,8.5974045,4.7038393
pneumococcal infections,10,7.158731,6.979255
drugs and young people,15,4.568489,4.4744334
respiratory syncytial virus infections,11,6.236703,3.691356
coping with disasters,15,3.9218998,6.054089
low blood pressure,0,1.9271005,3.0100436
muscle cramps,10,0.53907144,6.412221
lung diseases,9,6.3737473,8.22616
trichomoniasis,4,5.0242248,6.3087516
vulvar disorders,2,5.0378857,6.304913
cancer alternative therapies,14,8.905701,4.348114
toddler nutrition,15,7.7094464,6.2775807
exercise for children,0,1.4198265,4.28328
memory,15,5.0812926,6.257127
bladder diseases,9,6.4421277,8.17559
valley fever,14,8.684809,4.6036396
malabsorption syndromes,15,4.4502735,4.1766653
health statistics,0,2.975109,3.5647943
acute lymphocytic leukemia,15,4.923833,3.9961216
multiple sclerosis,10,2.184142,5.5681367
intestinal obstruction,12,2.359995,3.8022342
cellulitis,12,4.3975554,0.78654975
overactive bladder,12,2.8986123,1.4855444
celiac disease,3,5.272191,3.284474
preconception care,8,5.6134276,-0.22648071
color blindness,8,6.5356417,0.93933946
knee injuries and disorders,10,7.150368,6.9781184
food safety,10,4.153291,4.0114794
back pain,3,7.175523,4.5329604
throat cancer,8,5.9579782,-0.13131808
chronic kidney disease,5,4.290977,2.0007098
vital signs,9,6.499667,8.024317
diabetes complications,15,3.8656888,4.7911253
occupational health,3,6.5454617,5.187666
personal health records,8,6.087767,1.0151435
lung transplantation,9,4.4611864,6.3743916
muscle disorders,10,5.5423584,2.1379223
diabetes and pregnancy,3,3.8460884,3.0100574
spinal muscular atrophy,9,6.2830315,8.015829
eyelid disorders,14,8.92254,4.4290667
birth control,8,4.78907,0.14126135
genital warts,9,5.931534,7.827259
dual diagnosis,3,5.563762,2.9601793
angina,1,7.407131,3.7314203
barotrauma,16,6.6873918,3.7055893
cold sores,8,5.915102,0.69087374
electromagnetic fields,3,6.608754,4.7373223
"gay, lesbian, bisexual and transgender health",10,2.2710433,5.8211083
lyme disease,15,4.8840466,4.0422025
adoption,9,6.5796566,8.328532
sweat,2,3.707635,7.3473177
health facilities,9,6.7284713,8.039885
giardia infections,8,6.5670257,0.3292409
brain malformations,8,6.678554,0.13689376
spleen diseases,8,5.0189238,0.04877617
assisted living,1,1.2324456,2.9194279
wounds and injuries,3,5.481628,-0.49356797
hearing aids,9,6.7672105,7.9846125
genetic counseling,11,3.90041,2.4265382
kawasaki disease,9,6.507424,8.106761
obesity in children,16,7.150933,6.993315
hiv/aids and infections,15,3.6138003,4.4017496
insect bites and stings,2,2.9929962,7.162498
cosmetics,15,4.170046,4.660324
bile duct cancer,8,5.8583527,1.8936632
smoking and youth,6,2.8811119,4.750634
hyperthyroidism,2,2.6143732,7.5559545
gas,7,5.2191954,1.2123219
smoking,15,4.4203463,4.210043
pelvic support problems,3,7.4646316,5.1224174
spider bites,8,5.831501,0.3756126
endoscopy,10,8.031012,6.380708
toe injuries and disorders,10,5.379967,5.653061
flu,0,2.9255877,3.6090426
family history,8,5.5113144,0.79363406
caffeine,8,5.898754,0.17995752
evaluating health information,0,2.0462556,2.41979
sickle cell anemia,16,6.347201,4.035806
teen mental health,15,3.5445597,6.6776695
personality disorders,9,6.504933,8.376006
hypothyroidism,3,7.32143,4.794898
hernia,8,4.885252,0.21204758
uncommon infant and newborn problems,6,2.925489,6.5379295
x-rays,4,6.672805,3.3376515
kidney stones,5,5.056435,3.5803595
dental health,8,6.0557775,0.8101453
colonic diseases,9,3.8386645,6.086644
heart disease in women,15,5.618006,4.1627293
vaginal cancer,5,5.074339,1.6422079
dehydration,8,6.5764813,0.99128425
disaster preparation and recovery,3,5.768827,3.6021235
encephalitis,3,0.58855945,6.4524336
hives,15,3.8115277,4.6415377
anatomy,2,6.3752546,5.603068
suicide,3,6.614481,5.238363
assisted reproductive technology,15,7.474816,4.722793
autoimmune diseases,2,2.6350026,7.5976057
carbon monoxide poisoning,3,5.681983,3.4834251
craniofacial abnormalities,0,2.653543,2.6002984
heartburn,16,6.535945,6.761349
tay-sachs disease,16,2.205174,6.2108445
vitamin a,2,3.8402622,6.6917315
cpr,15,4.0413985,4.1973996
malaria,10,8.023101,6.434428
juvenile arthritis,3,6.541098,4.6514883
cushing's syndrome,2,3.3311772,7.0537057
puberty,9,6.3854284,8.212902
liver transplantation,8,6.45398,1.3588568
polio and post-polio syndrome,15,0.613361,7.04289
growth disorders,10,4.881876,7.2784348
learning disorders,0,5.312692,5.7091813
g6pd deficiency,3,7.004306,4.3656783
bruises,14,9.021619,4.4631534
toilet training,9,3.2702386,5.813785
chronic fatigue syndrome,17,6.3958945,3.1227386
blood transfusion and donation,8,6.8388147,0.23162238
pregnancy,8,6.5343137,1.0420513
herniated disk,8,6.858847,0.7416484
ergonomics,2,2.8895006,7.9076757
gum disease,5,4.774473,3.2823577
menstruation,3,0.60848296,7.037365
child mental health,9,6.4205427,8.319022
brain tumors,2,2.609441,7.6445684
psoriatic arthritis,12,5.853311,1.4694978
teens' page,8,6.0591493,0.8283554
tetanus,10,3.5289195,6.326223
vaginal diseases,15,3.7541075,4.680055
pulmonary rehabilitation,0,1.5344999,2.8962178
congenital heart defects,10,6.897456,6.6090436
obsessive-compulsive disorder,2,-1.6768463,0.5789822
complementary and integrative medicine,8,6.5916543,1.9860272
self-harm,11,1.2228999,6.84512
tsunamis,15,4.193885,4.2326427
peripheral arterial disease,8,5.85805,0.9032877
sexually transmitted diseases,8,7.155022,0.26956326
diverticulosis and diverticulitis,15,5.040022,4.7875524
rectal disorders,8,5.854424,0.7791755
metabolic disorders,8,6.675349,0.3571829
chronic bronchitis,3,6.9227433,4.423164
child abuse,8,6.0138493,0.81473523
herbal medicine,16,6.6537576,5.190469
psychotic disorders,9,6.3066545,7.937543
hypothermia,0,6.025988,6.9183235
syringomyelia,6,3.3567798,2.3191588
ataxia telangiectasia,11,4.5505834,0.74838793
pancreatitis,0,2.446876,3.9931886
uterine fibroids,5,4.9078174,1.598544
teen sexual health,8,5.9272175,0.35701913
h1n1 flu (swine flu),15,3.93199,4.504217
rickets,8,6.0677648,1.2373804
eye diseases,5,1.8909571,5.274322
fainting,10,2.1570883,5.8973827
kidney transplantation,9,6.9134555,7.9166718
muscular dystrophy,1,6.07696,-0.02389728
kidney cysts,9,2.013236,6.014989
salmonella infections,8,5.690285,0.9639922
atherosclerosis,10,5.079237,7.345918
drug reactions,12,4.663819,4.2779946
chlamydia infections,8,6.617308,0.16039687
baby health checkup,3,4.092419,3.320282
amyotrophic lateral sclerosis,15,4.7556806,4.4366093
pain,11,1.2698252,6.7989173
heart surgery,15,3.9812176,4.34077
hydrocephalus,9,6.554957,8.074964
abortion,10,2.2533672,5.5298553
childhood leukemia,4,2.3273046,6.045663
vasculitis,3,3.5735624,2.0291998
african american health,0,5.0623636,0.90751296
taste and smell disorders,8,6.507755,0.90846837
food labeling,13,0.21909757,5.034132
hispanic american health,10,3.2978194,6.3355727
tinea infections,9,6.7955604,7.9533296
carcinoid tumors,8,6.460693,1.1231438
eye injuries,16,6.0423894,4.0254374
calcium,8,6.1285934,-0.17488663
folic acid,15,4.4719405,4.568235
pneumocystis infections,1,4.17412,0.37893093
bone grafts,3,5.5412784,2.8425188
gaucher disease,16,6.05823,4.345843
birth weight,1,5.0795283,0.78535384
drug abuse,6,2.924213,4.782921
concussion,16,6.733037,3.884945
diabetes insipidus,8,6.0915737,0.951544
family issues,5,4.656423,2.8496861
salivary gland disorders,3,6.9327674,5.3694487
nuclear scans,11,5.1525297,0.51079744
bone infections,9,6.6129594,8.041296
heat illness,1,5.6301193,-0.15494741
rotavirus infections,3,5.374761,6.1635313
infertility,8,5.8686395,-0.29132304
insomnia,10,5.1043415,7.3587203
environmental health,4,6.307656,3.3730986
bone cancer,10,6.820333,7.990927
bird flu,2,3.8283503,6.6781173
eye cancer,12,2.6704385,2.6010208
weight loss surgery,10,5.0898767,6.3917823
histoplasmosis,13,6.2199,0.5260174
drinking water,9,5.834066,7.740703
thoracic outlet syndrome,9,3.9146175,6.10859
kidney diseases,5,5.545751,0.9488323
gonorrhea,15,3.6211808,4.1581283
anabolic steroids,4,6.731524,6.5211506
anemia,12,3.5971117,4.087162
gluten sensitivity,7,1.2548352,0.9998569
gastroenteritis,9,6.774436,8.018076
orthodontia,8,5.7360606,0.3471997
meningococcal infections,11,4.1846504,2.070831
malignant hyperthermia susceptibility type 3,10,3.3565493,7.620265
scheie syndrome,10,2.3313007,5.756494
"natal teeth, intestinal pseudoobstruction and patent ductus",10,6.4286337,7.7390685
hereditary hemorrhagic telangiectasia,10,3.2075865,2.6295683
steatocystoma multiplex with natal teeth,16,3.3576021,2.291927
ventricular extrasystoles with syncopal episodes - perodactyly - robin sequence,1,3.9599786,5.2693458
neuhauser daly magnelli syndrome,15,5.0132623,4.608861
brooke-spiegler syndrome,9,6.1467757,7.773749
chorea-acanthocytosis,2,2.6031795,7.728549
codas syndrome,9,6.7859845,7.9809513
accessory deep peroneal nerve,8,6.471372,-0.03572762
mowat-wilson syndrome,0,4.976151,2.087444
oculodentoosseous dysplasia recessive,10,4.653576,6.793818
potato nose,1,3.0734754,2.0125637
mental retardation smith fineman myers type,8,6.1194,1.208626
birt-hogg-dube syndrome,15,3.7265089,4.488784
blue rubber bleb nevus syndrome,9,5.879227,7.8634243
histidinemia,11,4.2250533,4.8244767
klumpke paralysis,9,5.9062605,8.015255
optic atrophy 1,8,5.741018,0.7660942
myh-associated polyposis,12,3.040891,2.019669
crome syndrome,9,6.445331,8.336291
auriculo-condylar syndrome,10,7.030528,6.5918207
"symphalangism, distal, with microdontia, dental pulp stones, and narrowed zygomatic arch",5,4.808503,3.4688272
warm antibody hemolytic anemia,15,5.280986,4.822457
snowflake vitreoretinal degeneration,15,7.6993346,4.516285
hypomagnesemia 6,12,2.6621861,3.5894377
spastic paraplegia facial cutaneous lesions,0,3.2914367,2.7891185
ellis yale winter syndrome,4,5.8176985,3.315884
child syndrome,4,5.7236843,3.4526763
amniotic band syndrome,3,3.743878,3.1938996
